fraction	superkingdom	phylum	class	order	family	genus	species
3.642388782631901e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylovirgula	s__Methylovirgula sp019343105
3.6052215501560654e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__SCQM01	s__SCQM01 sp021777475
3.6052215501560654e-05	d__Bacteria	p__Bacillota_E	c__JAJZIM01	o__JAJZIM01	f__JAJZIM01	g__JAJZIM01	s__JAJZIM01 sp021810565
3.5680543176802294e-05	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__JAJZJJ01	s__JAJZJJ01 sp021810175
3.5680543176802294e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021816775
3.5680543176802294e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acidiphilium	s__Acidiphilium sp021849425
3.5680543176802294e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Metallibacterium	s__Metallibacterium sp022730075
3.5308870852043934e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__REEB76	f__REEB76	g__REEB76	s__REEB76 sp021816765
3.493719852728558e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021777555
3.456552620252722e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acidocella	s__Acidocella sp018971905
3.456552620252722e-05	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__WQYP01	f__WQYP01	g__JAMDCX01	s__JAMDCX01 sp021826605
3.419385387776887e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Palsa-688	g__JAJZYO01	s__JAJZYO01 sp021787035
3.382218155301051e-05	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__Terracidiphilus	s__Terracidiphilus sp021779695
3.382218155301051e-05	d__Bacteria	p__Nitrospirota_A	c__Leptospirillia	o__Leptospirillales	f__Leptospirillaceae	g__UBA4572	s__UBA4572 sp021820445
3.382218155301051e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Thiomonas	s__Thiomonas sp021847345
3.382218155301051e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__2-12-FULL-64-23	s__2-12-FULL-64-23 sp021848555
3.345050922825215e-05	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__WQYP01	f__JAJZKJ01	g__JAJZKJ01	s__JAJZKJ01 sp021804195
3.345050922825215e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__RAAP-2	s__RAAP-2 sp021848365
3.3078836903493796e-05	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__WQYP01	f__WQYP01	g__JAMDCX01	s__JAMDCX01 sp021818565
3.3078836903493796e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E sp000346755
3.3078836903493796e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acidiphilium	s__Acidiphilium iwatense
3.2707164578735436e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Rhodanobacter	s__Rhodanobacter sp021805685
3.233549225397708e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__GJ-E10	s__GJ-E10 sp000828975
3.233549225397708e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Ferrovibrionales	f__Ferrovibrionaceae	g__JAJYTL01	s__JAJYTL01 sp021793055
3.233549225397708e-05	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA6257	f__2-01-FULL-56-20	g__JAKAGE01	s__JAKAGE01 sp021801885
3.233549225397708e-05	d__Bacteria	p__Nitrospirota_A	c__Leptospirillia	o__Leptospirillales	f__Leptospirillaceae	g__Leptospirillum_A	s__Leptospirillum_A sp021846825
3.1963819929218724e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__JAKBBU01	f__JAKBBU01	g__JAKBBU01	s__JAKBBU01 sp021808365
3.122047527970201e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Ferrovaceae	g__Ferrovum	s__Ferrovum sp021794775
3.122047527970201e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Bog-793	g__JAKABX01	s__JAKABX01 sp021798985
3.122047527970201e-05	d__Bacteria	p__Nitrospirota_A	c__Leptospirillia	o__Leptospirillales	f__Leptospirillaceae	g__UBA4572	s__UBA4572 sp021801345
3.084880295494365e-05	d__Bacteria	p__SZUA-79	c__SZUA-79	o__Acidulodesulfobacterales	f__Acidulodesulfobacteraceae	g__Acidulodesulfobacterium_A	s__Acidulodesulfobacterium_A sp021812245
3.0477130630185295e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__JAJYWF01	s__JAJYWF01 sp021791635
3.0477130630185295e-05	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__JAKAAZ01	s__JAKAAZ01 sp021793405
3.0105458305426935e-05	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021796515
3.0105458305426935e-05	d__Bacteria	p__Nitrospirota_A	c__Leptospirillia	o__Leptospirillales	f__Leptospirillaceae	g__Leptospirillum	s__Leptospirillum sp021838765
2.973378598066858e-05	d__Bacteria	p__SZUA-79	c__SZUA-79	o__Acidulodesulfobacterales	f__Acidulodesulfobacteraceae	g__Acidulodesulfobacterium_A	s__Acidulodesulfobacterium_A sp021813595
2.973378598066858e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Palsa-688	g__JAKAXG01	s__JAKAXG01 sp021816565
2.973378598066858e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__RAAP-2	s__RAAP-2 sp021818265
2.9362113655910222e-05	d__Bacteria	p__Dormibacterota	c__Dormibacteria	o__UBA8260	f__Bog-877	g__AG-12	s__AG-12 sp021817025
2.9362113655910222e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas nitroreducens
2.8990441331151866e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Alicyclobacillales	f__Acidibacillaceae	g__Acidibacillus	s__Acidibacillus ferrooxidans
2.8618769006393506e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Palsa-688	g__JAKAQB01	s__JAKAQB01 sp021819345
2.824709668163515e-05	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__Terracidiphilus	s__Terracidiphilus sp021813745
2.7875424356876793e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__JAJYTG01	s__JAJYTG01 sp021787175
2.7503752032118437e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__RAAP-2	s__RAAP-2 sp021781315
2.7503752032118437e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021792555
2.7132079707360077e-05	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__JAKAYS01	s__JAKAYS01 sp021790655
2.7132079707360077e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Alicyclobacillales	f__Acidibacillaceae	g__JAJZCL01	s__JAJZCL01 sp021799325
2.7132079707360077e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__JAKAWQ01	s__JAKAWQ01 sp021816925
2.7132079707360077e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__JAJZVS01	s__JAJZVS01 sp021845555
2.676040738260172e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__JABEUN01	s__JABEUN01 sp013044475
2.676040738260172e-05	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__JAKAAZ01	s__JAKAAZ01 sp021791935
2.676040738260172e-05	d__Bacteria	p__Nitrospirota_A	c__Leptospirillia	o__Leptospirillales	f__Leptospirillaceae	g__UBA4572	s__UBA4572 sp021840555
2.6388735057843364e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas desiderata
2.6388735057843364e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Ferrovaceae	g__Ferrovum	s__Ferrovum sp019456405
2.6388735057843364e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__CAJCJG01	s__CAJCJG01 sp021808185
2.6388735057843364e-05	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__UBA1565	f__UBA9628	g__JAKAQV01	s__JAKAQV01 sp021810245
2.6388735057843364e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021815925
2.6388735057843364e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__JAJZVV01	s__JAJZVV01 sp021845595
2.6388735057843364e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Thiomonas	s__Thiomonas sp900089495
2.6017062733085008e-05	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__UBA184	f__UBA184	g__JAJZYH01	s__JAJZYH01 sp021798195
2.5273718083568292e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__JAKAOS01	g__JAJYWE01	s__JAJYWE01 sp021790615
2.5273718083568292e-05	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Palsa-465	s__Palsa-465 sp023330665
2.453037343405158e-05	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__JABEUX01	s__JABEUX01 sp021794175
2.453037343405158e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E ceruminis
2.415870110929322e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__JAJXXT01	s__JAJXXT01 sp021780935
2.3787028784534863e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__GJ-E10	s__GJ-E10 sp021778935
2.3787028784534863e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Bog-793	g__JAKACF01	s__JAKACF01 sp021797795
2.3415356459776506e-05	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__UBA5172	s__UBA5172 sp021778845
2.3415356459776506e-05	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__JABEUX01	s__JABEUX01 sp021794205
2.3415356459776506e-05	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__JAJZMH01	s__JAJZMH01 sp021806285
2.304368413501815e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__SCQM01	s__SCQM01 sp021810525
2.304368413501815e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Thiomonas	s__Thiomonas sp021841865
2.267201181025979e-05	d__Bacteria	p__SZUA-79	c__SZUA-79	o__Acidulodesulfobacterales	f__Acidulodesulfobacteraceae	g__Acidulodesulfobacterium_A	s__Acidulodesulfobacterium_A sp021803845
2.267201181025979e-05	d__Bacteria	p__Patescibacteria	c__Dojkabacteria	o__JAKAPS01	f__JAJZLI01	g__JAJYFR01	s__JAJYFR01 sp021810605
2.267201181025979e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acidocella	s__Acidocella aminolytica
2.2300339485501434e-05	d__Bacteria	p__Nitrospirota_A	c__Leptospirillia	o__Leptospirillales	f__Leptospirillaceae	g__UBA4572	s__UBA4572 sp002387725
2.2300339485501434e-05	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021806345
2.2300339485501434e-05	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__SCQP01	g__JAKAUF01	s__JAKAUF01 sp021827785
2.1928667160743078e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__JAFKFJ01	s__JAFKFJ01 sp017307335
2.155699483598472e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Acidithiobacillales	f__Acidithiobacillaceae	g__Acidithiobacillus	s__Acidithiobacillus sp021818125
2.155699483598472e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Thiomonas	s__Thiomonas sp021830925
2.118532251122636e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Thiomonas	s__Thiomonas sp021783435
2.118532251122636e-05	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__B-DKE	s__B-DKE sp021792655
2.118532251122636e-05	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__JAKATU01	s__JAKATU01 sp021818585
2.118532251122636e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter portucalensis
2.118532251122636e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Stutzerimonas	s__Stutzerimonas stutzeri_AK
2.0813650186468005e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Micropepsales	f__Micropepsaceae	g__Rhizomicrobium	s__Rhizomicrobium sp021804785
2.0813650186468005e-05	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Parvarchaeales	f__Parvarchaeaceae	g__Parvarchaeum	s__Parvarchaeum sp021811735
2.044197786170965e-05	d__Bacteria	p__Dormibacterota	c__Dormibacteria	o__UBA8260	f__Bog-877	g__AG-12	s__AG-12 sp021791455
2.044197786170965e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Metallibacterium	s__Metallibacterium sp021795435
2.0070305536951292e-05	d__Bacteria	p__Patescibacteria	c__Dojkabacteria	o__JAKAPS01	f__JAJZLI01	g__JAJZKG01	s__JAJZKG01 sp021809565
2.0070305536951292e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Acidithiobacillales	f__Acidithiobacillaceae	g__Acidithiobacillus	s__Acidithiobacillus sp023381645
1.9698633212192932e-05	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__Binatales	f__Binataceae	g__DTIX01	s__DTIX01 sp021786815
1.9698633212192932e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__JAJYVT01	s__JAJYVT01 sp021794995
1.9698633212192932e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E fluorescens_X
1.9326960887434576e-05	d__Bacteria	p__Dormibacterota	c__Dormibacteria	o__UBA8260	f__Bog-877	g__AG-12	s__AG-12 sp021795235
1.9326960887434576e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__JAJZDI01	s__JAJZDI01 sp021799615
1.9326960887434576e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Thiomonas	s__Thiomonas sp021807445
1.9326960887434576e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Palsa-688	g__JAJZAM01	s__JAJZAM01 sp021847945
1.895528856267622e-05	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__JABEUX01	s__JABEUX01 sp021782295
1.895528856267622e-05	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__Palsa-343	s__Palsa-343 sp021792135
1.895528856267622e-05	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__JAJZKE01	s__JAJZKE01 sp021809645
1.895528856267622e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__JAJYTG01	s__JAJYTG01 sp021815695
1.8583616237917863e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__UBA9655	f__UBA9655	g__UBA9655	s__UBA9655 sp017992885
1.8583616237917863e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__RAAP-2	s__RAAP-2 sp021779855
1.8583616237917863e-05	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__WQYP01	f__WQYP01	g__JABEVA01	s__JABEVA01 sp021790385
1.8583616237917863e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Thiomonas	s__Thiomonas sp021808525
0.8683295038694803	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
